Strategy_no,From_time,To_time,no_preds,Accuracy,p_val,, 0_min_low,, 0_indicator,, 0_threshold_high,, 0_direction,, 0_max_high,, 0_threshold_low,, 1_min_low,, 1_indicator,, 1_threshold_high,, 1_direction,, 1_max_high,, 1_threshold_low
,2005-01-01 00:00:00, 2005-12-31 23:59:59,4458,0.4728577838,0.0003058287, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,4458,0.5271422162,0.0003058287, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1466,0.4938608458,0.6570580165, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1431,0.5380852551,0.0042877603, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,198,0.6414141414,8.39453497158E-05, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,230,0.6913043478,6.37419277849E-09, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1962,0.4439347604,7.45461174672E-07, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,2068,0.497582205,0.8431216568, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1365,0.4791208791,0.1295574002, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1331,0.5274229902,0.0483946186, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,304,0.6447368421,5.07408898164E-07, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,276,0.4492753623,0.1039464178, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1926,0.4522326064,3.00825495032E-05, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1952,0.5445696721,8.92594116881E-05, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,18,0.2777777778,0.0962524414, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2005-01-01 00:00:00, 2005-12-31 23:59:59,57,0.6842105263,0.0075081755, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2005-01-01 00:00:00, 2005-12-31 23:59:59,247,0.3481781377,2.10284823188E-06, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2005-01-01 00:00:00, 2005-12-31 23:59:59,300,0.38,3.8291146687E-05, 0_min_low,-500, 0_indicator, CDLHIGHWAV_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2005-01-01 00:00:00, 2005-12-31 23:59:59,4506,0.4988903684,0.8933454116, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,4506,0.5011096316,0.8933454116, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1364,0.5014662757,0.9352633211, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1568,0.5114795918,0.376764688, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,207,0.690821256,4.09351607421E-08, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,301,0.6046511628,0.0003365003, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,2113,0.4770468528,0.036733426, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1885,0.4811671088,0.1068746945, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1421,0.5123152709,0.3670893416, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1320,0.5113636364,0.424765816, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,287,0.6620209059,4.31926917034E-08, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,317,0.5299684543,0.3120233665, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,1891,0.4843997885,0.1822629507, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,2011,0.506215813,0.5925318055, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,26,0.7307692308,0.0289592743, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2005-01-01 00:00:00, 2005-12-31 23:59:59,70,0.7714285714,0.000005854, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2005-01-01 00:00:00, 2005-12-31 23:59:59,230,0.4826086957,0.6444875025, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2005-01-01 00:00:00, 2005-12-31 23:59:59,208,0.4134615385,0.0150317654, 0_min_low,-500, 0_indicator, CDLHIKKAK_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2005-01-01 00:00:00, 2005-12-31 23:59:59,224,0.5,1, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,224,0.5,1, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,72,0.4861111111,0.9062943247, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,76,0.5657894737,0.3018724905, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,2,0,0.5, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,100,0.51,0.9204107626, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,122,0.5163934426,0.7860578569, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,50,0.46,0.6718110338, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,89,0.4382022472,0.2890960807, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,14,0.5714285714,0.7905273438, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,27,0.8518518519,0.0003107488, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,111,0.5765765766,0.1284754321, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,72,0.5,1, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,31,0.7419354839,0.0106738405, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,5, 1_direction, long_below_low, 1_max_high,10, 1_threshold_low,-5
,2005-01-01 00:00:00, 2005-12-31 23:59:59,32,0.28125,0.020061607, 0_min_low,-500, 0_indicator, CDLHIKKAKEMO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2005-01-01 00:00:00, 2005-12-31 23:59:59,103,0.3883495146,0.0296822146, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,103,0.6116504854,0.0296822146, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,83,0.6144578313,0.0475248893, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,6,1,0.03125, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,97,0.412371134,0.1037693829, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,25,0.84,0.0009105206, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,38,0.7105263158,0.0138529653, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,12,0.75,0.1459960938, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
,2005-01-01 00:00:00, 2005-12-31 23:59:59,50,0.24,0.000305864, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,41,0.3902439024,0.2110235976, 0_min_low,-500, 0_indicator, CDLHOMINGPIGEO_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,51,0.431372549,0.401061991, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,51,0.568627451,0.401061991, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,25,0.16,0.0009105206, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,8,0.875,0.0703125, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,43,0.6511627907,0.0659940345, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,17,0.5882352941,0.6290588379, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,9,1,0.00390625, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,19,0.1052631579,0.0007286072, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,32,0.375,0.2153271497, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI, 1_threshold_high,50, 1_direction, long_above_high, 1_max_high,70, 1_threshold_low,50
,2005-01-01 00:00:00, 2005-12-31 23:59:59,26,0.5384615385,0.8450189829, 0_min_low,-500, 0_indicator, CDLIDENTICAL3CROW_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,-10, 1_indicator, 21d_over_200d_ma_normbyvol_D, 1_threshold_high,2, 1_direction, short_below_low, 1_max_high,10, 1_threshold_low,-2
,2005-01-01 00:00:00, 2005-12-31 23:59:59,968,0.5247933884,0.130838414, 0_min_low,-500, 0_indicator, CDLINVERTEDHAMME_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,968,0.4752066116,0.130838414, 0_min_low,-500, 0_indicator, CDLINVERTEDHAMME_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5,,,,,,,,,,,,
,2005-01-01 00:00:00, 2005-12-31 23:59:59,348,0.4885057471,0.7075401314, 0_min_low,-500, 0_indicator, CDLINVERTEDHAMME_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,287,0.3797909408,5.53295138928E-05, 0_min_low,-500, 0_indicator, CDLINVERTEDHAMME_D, 0_threshold_high,0.5, 0_direction, long_above_high, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,30, 1_indicator, RSI_D, 1_threshold_high,55, 1_direction, long_below_low, 1_max_high,70, 1_threshold_low,45
,2005-01-01 00:00:00, 2005-12-31 23:59:59,48,0.8541666667,0.000000624, 0_min_low,-500, 0_indicator, CDLINVERTEDHAMME_D, 0_threshold_high,0.5, 0_direction, long_below_low, 0_max_high,500, 0_threshold_low,-0.5, 1_min_low,0, 1_indicator, RSI_D, 1_threshold_high,70, 1_direction, long_below_low, 1_max_high,100, 1_threshold_low,30
